name,label
"Discharge 2020: European Monitoring Centre for Drugs and Drug Addiction",0
"Discharge 2020: European Environment Agency",1
"Discharge 2020: European Agency for Safety and Health at Work (EU-OSHA)",0
"Discharge 2020: Translation Centre for the Bodies of the European Union",0
"Discharge 2020: European Medicines Agency",1
"Discharge 2020: European Union Agency for Criminal Justice Cooperation (Eurojust)",0
"Discharge 2020: European Training Foundation",0
"Discharge 2020: European Maritime Safety Agency",0
"Discharge 2020: European Union Aviation Safety Agency",0
"Discharge 2020: European Food Safety Authority",0
"Discharge 2020: European Centre for Disease Prevention and Control",0
"Discharge 2020: European Union Agency for Cybersecurity (ENISA)",0
"Discharge 2020: European Union Agency for Railways",1
"Discharge 2020: European Union Agency for Law Enforcement Training (CEPOL)",0
"Discharge 2020: European Border and Coast Guard Agency",0
"Discharge 2020: European GNSS Agency (From 1 January 2021, the European Union Agency for the Space Programme)",0
"Discharge 2020: European Fisheries Control Agency",1
"Discharge 2020: European Chemicals Agency",0
"Discharge 2020: Euratom Supply Agency",0
"Discharge 2020: European Union Agency for Law Enforcement Cooperation (Europol)",0
"Discharge 2020: European Institute for Gender Equality",0
"Discharge 2020: European Institute for Gender Equality",0
"Discharge 2020: European Banking Authority",0
"Discharge 2020: European Insurance and Occupational Pensions Authority",0
"Discharge 2020: European Securities and Markets Authority",0
"Discharge 2020:  European Union Agency for the Cooperation of Energy Regulators",0
"Discharge 2020: Agency for Support for BEREC (BEREC Office)",0
"Discharge 2020: European Institute of innovation and technology",0
"Discharge 2020: European Asylum Support Office",0
"Discharge 2020: European Union Agency for the Operational Management of Large-Scale IT Systems in the Area of Freedom, Security and Justice (eu-LISA)",0
"Discharge 2020: European Joint Undertaking for ITER and the Development of Fusion Energy",0
"Discharge 2020: SESAR  Joint Undertaking",0
"Discharge 2020: Clean Sky 2 Joint Undertaking",1
"Discharge 2020: Bio-based Industries Joint Undertaking",1
"Discharge 2020: Innovative Medicines Initiative 2 Joint Undertaking",0
"Discharge 2020: Fuel Cells and Hydrogen 2 Joint Undertaking",1
"Discharge 2020: Shift2Rail Joint Undertaking",1
"Discharge 2020: ECSEL Joint Undertaking",0
"Discharge 2020: Euro High Performance Computing Joint Undertaking",0
"Discharge 2020: EU general budget - EDF  (8th, 9th, 10th and 11th)",0
"Discharge 2020: Performance, financial management and control of EU agencies",0
"The follow up of the Conference on the Future of Europe",0
"Strengthening Europol's mandate: cooperation with private parties, processing of personal data, and support for research and innovation",0
"Distortive foreign subsidies",0
"Discharge 2020: EU general budget - Commission and executive agencies",0
"Discharge 2020: EU general budget - European Parliament",0
"Discharge 2020: EU general budget - Council and European Council",0
"Discharge 2020: EU general budget - Court of Justice of the European Union",0
"Discharge 2020: EU general budget - Court of Auditors",0
"Discharge 2020: EU general budget - European Economic and Social Committee",0
"Discharge 2020: EU general budget -  Committee of the Regions",0
"Discharge 2020: EU general budget - European Ombudsman",0
"Discharge 2020: EU general budget - European Data Protection Supervisor",0
"Discharge 2020: EU general budget - European External Action Service",0
"Discharge 2020: European Centre for the Development of Vocational Training (Cedefop)",0
"Discharge 2020: European Foundation for the Improvement of Living and Working Conditions (Eurofound)",0
"Discharge 2020: European Union  Agency for Fundamental Rights",0
"Discharge 2020: European Monitoring Centre for Drugs and Drug Addiction",0
"Discharge 2020: European Environment Agency",1
"Discharge 2020: European Agency for Safety and Health at Work (EU-OSHA)",0
"Discharge 2020: Translation Centre for the Bodies of the European Union",0
"Discharge 2020: European Medicines Agency",0
"Discharge 2020: European Union Agency for Criminal Justice Cooperation (Eurojust)",0
"Discharge 2020: European Training Foundation",0
"Discharge 2020: European Maritime Safety Agency",0
"Discharge 2020: European Union Aviation Safety Agency",0
"Discharge 2020: European Food Safety Authority",0
"Discharge 2020: European Centre for Disease Prevention and Control",0
"Discharge 2020: European Union Agency for Cybersecurity (ENISA)",0
"Discharge 2020: European Union Agency for Railways",1
"Discharge 2020: European Union Agency for Law Enforcement Training (CEPOL)",0
"Discharge 2020: European Border and Coast Guard Agency",0
"Discharge 2020: European GNSS Agency (From 1 January 2021, the European Union Agency for the Space Programme)",0
"Discharge 2020: European Fisheries Control Agency",1
"Discharge 2020: European Chemicals Agency",0
"Discharge 2020: Euratom Supply Agency",0
"Discharge 2020: European Union Agency for Law Enforcement Cooperation (Europol)",0
"Discharge 2020: European Institute for Gender Equality",0
"Discharge 2020: European Institute for Gender Equality",0
"Discharge 2020: European Banking Authority",0
"Discharge 2020: European Insurance and Occupational Pensions Authority",0
"Discharge 2020: European Securities and Markets Authority",0
"Discharge 2020:  European Union Agency for the Cooperation of Energy Regulators",0
"Discharge 2020: Agency for Support for BEREC (BEREC Office)",0
"Discharge 2020: European Institute of innovation and technology",0
"Discharge 2020: European Asylum Support Office",0
"Discharge 2020: European Union Agency for the Operational Management of Large-Scale IT Systems in the Area of Freedom, Security and Justice (eu-LISA)",0
"Discharge 2020: European Joint Undertaking for ITER and the Development of Fusion Energy",0
"Discharge 2020: SESAR  Joint Undertaking",0
"Discharge 2020: Clean Sky 2 Joint Undertaking",1
"Discharge 2020: Bio-based Industries Joint Undertaking",1
"Discharge 2020: Innovative Medicines Initiative 2 Joint Undertaking",0
"Discharge 2020: Fuel Cells and Hydrogen 2 Joint Undertaking",1
"Discharge 2020: Shift2Rail Joint Undertaking",1
"Discharge 2020: ECSEL Joint Undertaking",0
"Discharge 2020: Euro High Performance Computing Joint Undertaking",0
"Discharge 2020: EU general budget - EDF  (8th, 9th, 10th and 11th)",0
"Discharge 2020: Performance, financial management and control of EU agencies",0
"Human rights violations in the context of forced deportation of Ukrainian civilians to and forced adoption of Ukrainian children in Russia",0
"Violations of human rights in Uganda and Tanzania linked to the investments in fossil fuels projects",1
"Nicaragua, in particular the arrest of the bishop Rolando �lvarez",0
"Macro-financial assistance to Ukraine",0
"Existence of a clear risk of a serious breach by Hungary of the values on which the Union is founded",0
"Situation of fundamental rights in the EU in 2020 and 2021",0
"Economic, social and territorial cohesion in the EU: the 8th Cohesion Report",0
"EU border regions: living labs of European integration",0
"Statute and funding of European political parties and European political foundations",0
"Implementation of the Updated New Industrial Strategy for Europe: aligning spending to policy",0
"Consequences of drought, fire, and other extreme weather phenomena: increasing EU's efforts to fight climate change",1
"The situation in the Strait of Taiwan",0
"The follow up of the Conference on the Future of Europe",0
"Strengthening Europol's mandate: cooperation with private parties, processing of personal data, and support for research and innovation",0
"Distortive foreign subsidies",0
"Discharge 2020: EU general budget - Commission and executive agencies",0
"Discharge 2020: EU general budget - European Parliament",0
"Discharge 2020: EU general budget - Council and European Council",0
"Discharge 2020: EU general budget - Court of Justice of the European Union",0
"Discharge 2020: EU general budget - Court of Auditors",0
"Discharge 2020: EU general budget - European Economic and Social Committee",0
"Discharge 2020: EU general budget -  Committee of the Regions",0
"Discharge 2020: EU general budget - European Ombudsman",0
"Discharge 2020: EU general budget - European Data Protection Supervisor",0
"Discharge 2020: EU general budget - European External Action Service",0
"Discharge 2020: European Centre for the Development of Vocational Training (Cedefop)",0
"Discharge 2020: European Foundation for the Improvement of Living and Working Conditions (Eurofound)",0
"Discharge 2020: European Union  Agency for Fundamental Rights",0
"Discharge 2020: European Monitoring Centre for Drugs and Drug Addiction",0
"Discharge 2020: European Environment Agency",1
"Discharge 2020: European Agency for Safety and Health at Work (EU-OSHA)",0
"Discharge 2020: Translation Centre for the Bodies of the European Union",0
"Discharge 2020: European Medicines Agency",0
"Discharge 2020: European Union Agency for Criminal Justice Cooperation (Eurojust)",0
"Discharge 2020: European Training Foundation",0
"Discharge 2020: European Maritime Safety Agency",0
"Discharge 2020: European Union Aviation Safety Agency",0
"Discharge 2020: European Food Safety Authority",0
"Discharge 2020: European Centre for Disease Prevention and Control",0
"Discharge 2020: European Union Agency for Cybersecurity (ENISA)",0
"Discharge 2020: European Union Agency for Railways",1
"Discharge 2020: European Union Agency for Law Enforcement Training (CEPOL)",0
"Discharge 2020: European Border and Coast Guard Agency",0
"Discharge 2020: European GNSS Agency (From 1 January 2021, the European Union Agency for the Space Programme)",0
"Discharge 2020: European Fisheries Control Agency",1
"Discharge 2020: European Chemicals Agency",0
"Discharge 2020: Euratom Supply Agency",0
"Discharge 2020: European Union Agency for Law Enforcement Cooperation (Europol)",0
"Discharge 2020: European Institute for Gender Equality",0
"Discharge 2020: European Institute for Gender Equality",0
"Discharge 2020: European Banking Authority",0
"Discharge 2020: European Insurance and Occupational Pensions Authority",0
"Discharge 2020: European Securities and Markets Authority",0
"Discharge 2020:  European Union Agency for the Cooperation of Energy Regulators",0
"Discharge 2020: Agency for Support for BEREC (BEREC Office)",0
"Discharge 2020: European Institute of innovation and technology",0
"Discharge 2020: European Asylum Support Office",0
"Discharge 2020: European Union Agency for the Operational Management of Large-Scale IT Systems in the Area of Freedom, Security and Justice (eu-LISA)",0
"Discharge 2020: European Joint Undertaking for ITER and the Development of Fusion Energy",0
"Discharge 2020: SESAR  Joint Undertaking",0
"Discharge 2020: Clean Sky 2 Joint Undertaking",0
"Discharge 2020: Bio-based Industries Joint Undertaking",0
"Discharge 2020: Innovative Medicines Initiative 2 Joint Undertaking",0
"Discharge 2020: Fuel Cells and Hydrogen 2 Joint Undertaking",1
"Discharge 2020: Shift2Rail Joint Undertaking",1
"Discharge 2020: ECSEL Joint Undertaking",0
"Discharge 2020: Euro High Performance Computing Joint Undertaking",0
"Discharge 2020: EU general budget - EDF  (8th, 9th, 10th and 11th)",0
"Discharge 2020: Performance, financial management and control of EU agencies",0
"Human rights violations in the context of forced deportation of Ukrainian civilians to and forced adoption of Ukrainian children in Russia",0
"Violations of human rights in Uganda and Tanzania linked to the investments in fossil fuels projects",1
"Nicaragua, in particular the arrest of the bishop Rolando �lvarez",0
"Macro-financial assistance to Ukraine",0
"Existence of a clear risk of a serious breach by Hungary of the values on which the Union is founded",0
"Situation of fundamental rights in the EU in 2020 and 2021",0
"Economic, social and territorial cohesion in the EU: the 8th Cohesion Report",0
"EU border regions: living labs of European integration",0
"Statute and funding of European political parties and European political foundations",0
"Implementation of the Updated New Industrial Strategy for Europe: aligning spending to policy",0
"Consequences of drought, fire, and other extreme weather phenomena: increasing EU's efforts to fight climate change",1
"The situation in the Strait of Taiwan",0
"Human rights violations in the context of forced deportation of Ukrainian civilians to and forced adoption of Ukrainian children in Russia",0
"Violations of human rights in Uganda and Tanzania linked to the investments in fossil fuels projects",1
"Nicaragua, in particular the arrest of the bishop Rolando �lvarez",0
"Macro-financial assistance to Ukraine",0
"Existence of a clear risk of a serious breach by Hungary of the values on which the Union is founded",0
"Situation of fundamental rights in the EU in 2020 and 2021",0
"Economic, social and territorial cohesion in the EU: the 8th Cohesion Report",0
"EU border regions: living labs of European integration",0
"Statute and funding of European political parties and European political foundations",0
"Implementation of the Updated New Industrial Strategy for Europe: aligning spending to policy",0
"Consequences of drought, fire, and other extreme weather phenomena: increasing EU's efforts to fight climate change",1
"The situation in the Strait of Taiwan",0
"Strengthening Europol's mandate: entry of alerts in SIS",0
"EU/Mauritania Sustainable Fisheries Partnership Agreement and Implementing Protocol",0
"EU-Mauritania Sustainable Fisheries Partnership Agreement and Implementing Protocol (Resolution)",0
"Revision of the EU Emissions Trading System",0
"Social Climate Fund",1
"Revision of the EU Emissions Trading System for aviation",0
"Notification under the Carbon Offsetting and Reduction Scheme for International Aviation (CORSIA)",1
"Binding annual greenhouse gas emission reductions by Member States (Effort Sharing Regulation)",1
"Land use, land use change and forestry (LULUCF)",1
"CO2 emission standards for cars and vans",1
"The EU's Foreign, Security and Defence Policy after the Russian invasion of Ukraine",0
"Security in the Eastern Partnership area and the role of the common security and defence policy",0
"Numerical strength of interparliamentary delegations",0
"Challenges for urban areas in the post-COVID-19 era",0
"Impact of national tax reforms on the EU economy",0
"Objection pursuant to Rule 112(2) and (3): Genetically modified soybean GMB151 (BCS-GM151-6)",1
"Objection pursuant to Rule 112(2) and (3): Genetically modified cotton GHB614 (BCS-GH��2-5)",1
"Objection pursuant to Rule 111(3): European Maritime, Fisheries and Aquaculture Fund: time periods for the inadmissibility of applications for support",0
"Objection pursuant to Rule 111(3): Acceptance period of vaccination certificates issued in the EU Digital COVID Certificate format indicating the completion of the primary vaccination series",0
"Implementation report on on-farm animal welfare",1
"Activities of the European Ombudsman - annual report 2020",0
"A European strategy for offshore renewable energy",1
"Assessment of the implementation of Article 50 TEU",0
"Implementation of the Sixth VAT Directive",0
"Strengthening Europe in the fight against cancer",0
"Catch documentation programme for bluefin tuna",1
"Catch documentation programme for bluefin tuna",1
"Mobilisation of the European Globalisation Adjustment Fund - application EGF/2021/005 FR/AIRBUS - France",0
"rapport annuel 2021",0
"Implementation report on on-farm animal welfare",1
"Activities of the European Ombudsman - annual report 2020",0
"A European strategy for offshore renewable energy",1
"Assessment of the implementation of Article 50 TEU",0
"Implementation of the Sixth VAT Directive",0
"EU Digital COVID Certificate - Union citizens",0
"EU Digital COVID Certificate - third-country nationals",0
"Transitional rules for the packaging and labelling of veterinary medicinal products",0
"The case of Osman Kavala in Turkey ",0
"Reports of continued organ harvesting in China ",0
"The continuous crackdown of political opposition in Cambodia ",0
"Competition policy - annual report 2021",0
"Threats to stability, security and democracy in Western and Sahelian Africa",0
"Ongoing hearings under Article 7(1) TEU regarding Poland and Hungary",0
"State of play of the EU-Moldova cooperation",0
"The impact of the war against Ukraine on women",0
"Impact of Russian illegal war of aggression against Ukraine on the EU transport and tourism sectors",0
"EU Digital COVID Certificate - Union citizens",0
"EU Digital COVID Certificate - third-country nationals",0
"Transitional rules for the packaging and labelling of veterinary medicinal products",1
"The case of Osman Kavala in Turkey ",0
"Reports of continued organ harvesting in China ",0
"The continuous crackdown of political opposition in Cambodia ",0
"Competition policy - annual report 2021",0
"Threats to stability, security and democracy in Western and Sahelian Africa",0
"Ongoing hearings under Article 7(1) TEU regarding Poland and Hungary",0
"State of play of the EU-Moldova cooperation",0
"The impact of the war against Ukraine on women",0
"Impact of Russian illegal war of aggression against Ukraine on the EU transport and tourism sectors",0
"EU Digital COVID Certificate - Union citizens",0
"EU Digital COVID Certificate - third-country nationals",0
"Transitional rules for the packaging and labelling of veterinary medicinal products",0
"The case of Osman Kavala in Turkey ",0
"Reports of continued organ harvesting in China ",0
"The continuous crackdown of political opposition in Cambodia ",0
"Competition policy - annual report 2021",0
"Threats to stability, security and democracy in Western and Sahelian Africa",0
"Ongoing hearings under Article 7(1) TEU regarding Poland and Hungary",0
"State of play of the EU-Moldova cooperation",0
"The impact of the war against Ukraine on women",0
"Impact of Russian illegal war of aggression against Ukraine on the EU transport and tourism sectors",0
"Numerical strength of interparliamentary delegations",0
"Challenges for urban areas in the post-COVID-19 era",0
"Impact of national tax reforms on the EU economy",0
"Objection pursuant to Rule 112(2) and (3): Genetically modified soybean GMB151 (BCS-GM151-6)",1
"Objection pursuant to Rule 112(2) and (3): Genetically modified cotton GHB614 (BCS-GH��2-5)",1
"Objection pursuant to Rule 111(3): European Maritime, Fisheries and Aquaculture Fund: time periods for the inadmissibility of applications for support",1
"Objection pursuant to Rule 111(3): Acceptance period of vaccination certificates issued in the EU Digital COVID Certificate format indicating the completion of the primary vaccination series",0
"Implementation report on on-farm animal welfare",1
"Activities of the European Ombudsman - annual report 2020",0
"A European strategy for offshore renewable energy",1
"Assessment of the implementation of Article 50 TEU",0
"Implementation of the Sixth VAT Directive",0
"Strengthening Europe in the fight against cancer",0
"Catch documentation programme for bluefin tuna",1
"Catch documentation programme for bluefin tuna",1
"Mobilisation of the European Globalisation Adjustment Fund - application EGF/2021/005 FR/AIRBUS - France",0
"Implementation report on on-farm animal welfare",1
"Activities of the European Ombudsman - annual report 2020",0
"A European strategy for offshore renewable energy",1
"Assessment of the implementation of Article 50 TEU",0
"Implementation of the Sixth VAT Directive",0
"Strengthening Europol's mandate: entry of alerts in SIS",0
"EU/Mauritania Sustainable Fisheries Partnership Agreement and Implementing Protocol",0
"EU-Mauritania Sustainable Fisheries Partnership Agreement and Implementing Protocol (Resolution)",0
"Revision of the EU Emissions Trading System",1
"Social Climate Fund",1
"Revision of the EU Emissions Trading System for aviation",1
"Notification under the Carbon Offsetting and Reduction Scheme for International Aviation (CORSIA)",1
"Binding annual greenhouse gas emission reductions by Member States (Effort Sharing Regulation)",1
"Land use, land use change and forestry (LULUCF)",1
"CO2 emission standards for cars and vans",1
"The EU's Foreign, Security and Defence Policy after the Russian invasion of Ukraine",0
"Security in the Eastern Partnership area and the role of the common security and defence policy",0
"EU Digital COVID Certificate - Union citizens",0
"EU Digital COVID Certificate - third-country nationals",0
"Transitional rules for the packaging and labelling of veterinary medicinal products",0
"The case of Osman Kavala in Turkey ",0
"Reports of continued organ harvesting in China ",0
"The continuous crackdown of political opposition in Cambodia ",0
"Competition policy - annual report 2021",0
"Threats to stability, security and democracy in Western and Sahelian Africa",0
"Ongoing hearings under Article 7(1) TEU regarding Poland and Hungary",0
"State of play of the EU-Moldova cooperation",0
"The impact of the war against Ukraine on women",0
"Impact of Russian illegal war of aggression against Ukraine on the EU transport and tourism sectors",0
"Strengthening Europol's mandate: entry of alerts in SIS",0
"EU/Mauritania Sustainable Fisheries Partnership Agreement and Implementing Protocol",0
"EU-Mauritania Sustainable Fisheries Partnership Agreement and Implementing Protocol (Resolution)",0
"Revision of the EU Emissions Trading System",1
"Social Climate Fund",1
"Revision of the EU Emissions Trading System for aviation",1
"Notification under the Carbon Offsetting and Reduction Scheme for International Aviation (CORSIA)",1
"Binding annual greenhouse gas emission reductions by Member States (Effort Sharing Regulation)",1
"Land use, land use change and forestry (LULUCF)",1
"CO2 emission standards for cars and vans",1
"The EU's Foreign, Security and Defence Policy after the Russian invasion of Ukraine",0
"Security in the Eastern Partnership area and the role of the common security and defence policy",0
"Numerical strength of interparliamentary delegations",0
"Challenges for urban areas in the post-COVID-19 era",0
"Impact of national tax reforms on the EU economy",0
"Objection pursuant to Rule 112(2) and (3): Genetically modified soybean GMB151 (BCS-GM151-6)",1
"Objection pursuant to Rule 112(2) and (3): Genetically modified cotton GHB614 (BCS-GH��2-5)",1
"Objection pursuant to Rule 111(3): European Maritime, Fisheries and Aquaculture Fund: time periods for the inadmissibility of applications for support",1
"Objection pursuant to Rule 111(3): Acceptance period of vaccination certificates issued in the EU Digital COVID Certificate format indicating the completion of the primary vaccination series",0
"Implementation report on on-farm animal welfare",1
"Activities of the European Ombudsman - annual report 2020",0
"A European strategy for offshore renewable energy",1
"Assessment of the implementation of Article 50 TEU",0
"Implementation of the Sixth VAT Directive",0
"Strengthening Europe in the fight against cancer",0
"Catch documentation programme for bluefin tuna",1
"Catch documentation programme for bluefin tuna",1
"Mobilisation of the European Globalisation Adjustment Fund - application EGF/2021/005 FR/AIRBUS - France",0
"Implementation report on on-farm animal welfare",1
"Activities of the European Ombudsman - annual report 2020",0
"A European strategy for offshore renewable energy",1
"Assessment of the implementation of Article 50 TEU",0
"Implementation of the Sixth VAT Directive",0
"Strengthening Europol's mandate: entry of alerts in SIS",0
"EU/Mauritania Sustainable Fisheries Partnership Agreement and Implementing Protocol",0
"EU-Mauritania Sustainable Fisheries Partnership Agreement and Implementing Protocol (Resolution)",0
"Revision of the EU Emissions Trading System",1
"Social Climate Fund",1
"Revision of the EU Emissions Trading System for aviation",1
"Notification under the Carbon Offsetting and Reduction Scheme for International Aviation (CORSIA)",1
"Binding annual greenhouse gas emission reductions by Member States (Effort Sharing Regulation)",1
"Land use, land use change and forestry (LULUCF)",1
"CO2 emission standards for cars and vans",1
"The EU's Foreign, Security and Defence Policy after the Russian invasion of Ukraine",0
"Security in the Eastern Partnership area and the role of the common security and defence policy",0
"Strengthening Europol's mandate: entry of alerts in SIS",0
"EU/Mauritania Sustainable Fisheries Partnership Agreement and Implementing Protocol",0
"EU-Mauritania Sustainable Fisheries Partnership Agreement and Implementing Protocol (Resolution)",0
"Revision of the EU Emissions Trading System",1
"Social Climate Fund",1
"Revision of the EU Emissions Trading System for aviation",1
"Notification under the Carbon Offsetting and Reduction Scheme for International Aviation (CORSIA)",1
"Binding annual greenhouse gas emission reductions by Member States (Effort Sharing Regulation)",1
"Land use, land use change and forestry (LULUCF)",1
"CO2 emission standards for cars and vans",1
"The EU's Foreign, Security and Defence Policy after the Russian invasion of Ukraine",0
"Security in the Eastern Partnership area and the role of the common security and defence policy",0
"Strengthening Europol's mandate: entry of alerts in SIS",0
"EU/Mauritania Sustainable Fisheries Partnership Agreement and Implementing Protocol",1
"EU-Mauritania Sustainable Fisheries Partnership Agreement and Implementing Protocol (Resolution)",1
"Revision of the EU Emissions Trading System",1
"Social Climate Fund",1
"Revision of the EU Emissions Trading System for aviation",1
"Notification under the Carbon Offsetting and Reduction Scheme for International Aviation (CORSIA)",1
"Binding annual greenhouse gas emission reductions by Member States (Effort Sharing Regulation)",1
"Land use, land use change and forestry (LULUCF)",1
"CO2 emission standards for cars and vans",1
"The EU's Foreign, Security and Defence Policy after the Russian invasion of Ukraine",0
"Security in the Eastern Partnership area and the role of the common security and defence policy",0
"Numerical strength of interparliamentary delegations",0
"Challenges for urban areas in the post-COVID-19 era",0
"Impact of national tax reforms on the EU economy",0
"Objection pursuant to Rule 112(2) and (3): Genetically modified soybean GMB151 (BCS-GM151-6)",1
"Objection pursuant to Rule 112(2) and (3): Genetically modified cotton GHB614 (BCS-GH��2-5)",1
"Objection pursuant to Rule 111(3): European Maritime, Fisheries and Aquaculture Fund: time periods for the inadmissibility of applications for support",0
"Objection pursuant to Rule 111(3): Acceptance period of vaccination certificates issued in the EU Digital COVID Certificate format indicating the completion of the primary vaccination series",0
"Implementation report on on-farm animal welfare",1
"Activities of the European Ombudsman - annual report 2020",0
"A European strategy for offshore renewable energy",1
"Assessment of the implementation of Article 50 TEU",0
"Implementation of the Sixth VAT Directive",0
"Strengthening Europe in the fight against cancer",0
"Catch documentation programme for bluefin tuna",1
"Catch documentation programme for bluefin tuna",1
"Mobilisation of the European Globalisation Adjustment Fund - application EGF/2021/005 FR/AIRBUS - France",0
"Implementation report on on-farm animal welfare",0
"Activities of the European Ombudsman - annual report 2020",0
"A European strategy for offshore renewable energy",1
"Assessment of the implementation of Article 50 TEU",0
"Implementation of the Sixth VAT Directive",0
"EU Digital COVID Certificate - Union citizens",0
"EU Digital COVID Certificate - third-country nationals",0
"Transitional rules for the packaging and labelling of veterinary medicinal products",1
"The case of Osman Kavala in Turkey ",0
"Reports of continued organ harvesting in China ",0
"The continuous crackdown of political opposition in Cambodia ",0
"Competition policy - annual report 2021",0
"Threats to stability, security and democracy in Western and Sahelian Africa",0
"Ongoing hearings under Article 7(1) TEU regarding Poland and Hungary",0
"State of play of the EU-Moldova cooperation",0
"The impact of the war against Ukraine on women",0
