name,label
"Russian aggression against Ukraine",0
"Russian aggression against Ukraine",0
"Russian aggression against Ukraine",0
"Russian aggression against Ukraine",0
"Strengthening the application of the principle of equal pay for equal work or work of equal value between men and women",0
"Revision of the Market Stability Reserve for the EU Emissions Trading System",1
"Future of fisheries in the Channel, North Sea, Irish Sea and Atlantic Ocean",0
"Protection of the rights of the child in civil, administrative and family law proceedings",0
"Trans-European energy infrastructure",0
"Guidelines for the 2023 budget - Section III",0
"Equivalence of field inspections and of certain seed produced in Bolivia",0
"Draft amending budget No 1/2022: adjustment of the multiannual financial framework for the years 2021 to 2027",0
"Minimum level of training of seafarers (codification)",0
"Measures against water pollution caused by nitrates, including improvements in the different nitrate measuring systems in member states",1
"Russian aggression against Ukraine",0
"Russian aggression against Ukraine",0
"Strengthening the application of the principle of equal pay for equal work or work of equal value between men and women",0
"Revision of the Market Stability Reserve for the EU Emissions Trading System",1
"Future of fisheries in the Channel, North Sea, Irish Sea and Atlantic Ocean",0
"Protection of the rights of the child in civil, administrative and family law proceedings",0
"Trans-European energy infrastructure",0
"Guidelines for the 2023 budget - Section III",0
"Equivalence of field inspections and of certain seed produced in Bolivia",0
"Draft amending budget No 1/2022: adjustment of the multiannual financial framework for the years 2021 to 2027",0
"Minimum level of training of seafarers (codification)",0
"Measures against water pollution caused by nitrates, including improvements in the different nitrate measuring systems in member states",1
"Russian aggression against Ukraine",0
"Russian aggression against Ukraine",0
"European Centre for Disease Prevention and Control",0
"Serious cross-border threats to health",0
"Striving for a sustainable and competitive EU aquaculture: the way forward",1
"Impact of new technologies on taxation: crypto and blockchain",0
"Management, conservation and control measures applicable in the Indian Ocean Tuna Commission (IOTC) Area of Competence",1
"Flexible Assistance to Territories (FAST-CARE)",0
"Radio Equipment Directive: common charger for electronic devices",1
"AccessibleEU Centre in support of accessibility policies in the EU internal market",0
"EU Customs Single Window",0
"Statistics on agricultural input and output",0
"Amending Annexes IV and V to Regulation (EU) 2019/1021 on persistent organic pollutants",1
"European Centre for Disease Prevention and Control",0
"Serious cross-border threats to health",0
"Striving for a sustainable and competitive EU aquaculture: the way forward",1
"Impact of new technologies on taxation: crypto and blockchain",0
"Management, conservation and control measures applicable in the Indian Ocean Tuna Commission (IOTC) Area of Competence",1
"Flexible Assistance to Territories (FAST-CARE)",0
"Radio Equipment Directive: common charger for electronic devices",1
"AccessibleEU Centre in support of accessibility policies in the EU internal market",0
"EU Customs Single Window",0
"Statistics on agricultural input and output",0
"Amending Annexes IV and V to Regulation (EU) 2019/1021 on persistent organic pollutants",1
"European Centre for Disease Prevention and Control",0
"Serious cross-border threats to health",0
"Striving for a sustainable and competitive EU aquaculture: the way forward",1
"Impact of new technologies on taxation: crypto and blockchain",0
"Management, conservation and control measures applicable in the Indian Ocean Tuna Commission (IOTC) Area of Competence",1
"Flexible Assistance to Territories (FAST-CARE)",0
"Radio Equipment Directive: common charger for electronic devices",1
"AccessibleEU Centre in support of accessibility policies in the EU internal market",0
"EU Customs Single Window",0
"Statistics on agricultural input and output",0
"Amending Annexes IV and V to Regulation (EU) 2019/1021 on persistent organic pollutants",1
"Russian aggression against Ukraine",0
"Russian aggression against Ukraine",0
"Strengthening the application of the principle of equal pay for equal work or work of equal value between men and women",0
"Revision of the Market Stability Reserve for the EU Emissions Trading System",1
"Future of fisheries in the Channel, North Sea, Irish Sea and Atlantic Ocean",0
"Protection of the rights of the child in civil, administrative and family law proceedings",0
"Trans-European energy infrastructure",0
"Guidelines for the 2023 budget - Section III",0
"Equivalence of field inspections and of certain seed produced in Bolivia",0
"Draft amending budget No 1/2022: adjustment of the multiannual financial framework for the years 2021 to 2027",0
"Minimum level of training of seafarers (codification)",0
"Measures against water pollution caused by nitrates, including improvements in the different nitrate measuring systems in member states",1
"Digital Services Act",0
"Digital Markets Act",0
"Adoption by Croatia of the euro on 1 January 2023",0
"EU/Cook Islands Sustainable Fisheries Partnership Agreement: implementation protocol",0
"Temporary trade liberalisation measures for Moldova",0
"Women's poverty in Europe",0
"Negotiations for a cooperation agreement between the EU and Interpol",0
"Indo-Pacific strategy in the area of trade and investment",0
"EU-India future trade and investment cooperation",0
"Common European action on care",0
"Mental health in the digital world of work",0
"Banking Union - annual report 2021",0
"Data Governance Act",0
"Implementation of citizenship education actions",0
"Objection pursuant to Rule 112(2) and (3): Genetically modified soybean MON 87769 X MON 89788",0
"Strengthening the application of the principle of equal pay for equal work or work of equal value between men and women",0
"Revision of the Market Stability Reserve for the EU Emissions Trading System",1
"Future of fisheries in the Channel, North Sea, Irish Sea and Atlantic Ocean",0
"Protection of the rights of the child in civil, administrative and family law proceedings",0
"Trans-European energy infrastructure",0
"Guidelines for the 2023 budget - Section III",0
"Equivalence of field inspections and of certain seed produced in Bolivia",0
"Draft amending budget No 1/2022: adjustment of the multiannual financial framework for the years 2021 to 2027",0
"Minimum level of training of seafarers (codification)",0
"Measures against water pollution caused by nitrates, including improvements in the different nitrate measuring systems in member states",1
"Digital Services Act",0
"Digital Markets Act",0
"Adoption by Croatia of the euro on 1 January 2023",0
"EU/Cook Islands Sustainable Fisheries Partnership Agreement: implementation protocol",1
"Temporary trade liberalisation measures for Moldova",0
"Women's poverty in Europe",0
"Negotiations for a cooperation agreement between the EU and Interpol",0
"Indo-Pacific strategy in the area of trade and investment",0
"EU-India future trade and investment cooperation",0
"Common European action on care",0
"Mental health in the digital world of work",0
"Banking Union - annual report 2021",0
"Russian aggression against Ukraine",0
"Russian aggression against Ukraine",0
"Strengthening the application of the principle of equal pay for equal work or work of equal value between men and women",0
"Revision of the Market Stability Reserve for the EU Emissions Trading System",1
"Future of fisheries in the Channel, North Sea, Irish Sea and Atlantic Ocean",0
"Protection of the rights of the child in civil, administrative and family law proceedings",0
"Trans-European energy infrastructure",0
"Guidelines for the 2023 budget - Section III",0
"Equivalence of field inspections and of certain seed produced in Bolivia",0
"Draft amending budget No 1/2022: adjustment of the multiannual financial framework for the years 2021 to 2027",0
"Minimum level of training of seafarers (codification)",0
"Measures against water pollution caused by nitrates, including improvements in the different nitrate measuring systems in member states",1
"Strengthening the application of the principle of equal pay for equal work or work of equal value between men and women",0
"Revision of the Market Stability Reserve for the EU Emissions Trading System",1
"Future of fisheries in the Channel, North Sea, Irish Sea and Atlantic Ocean",0
"Protection of the rights of the child in civil, administrative and family law proceedings",0
"Trans-European energy infrastructure",0
"Guidelines for the 2023 budget - Section III",0
"Equivalence of field inspections and of certain seed produced in Bolivia",0
"Draft amending budget No 1/2022: adjustment of the multiannual financial framework for the years 2021 to 2027",0
"Minimum level of training of seafarers (codification)",0
"Measures against water pollution caused by nitrates, including improvements in the different nitrate measuring systems in member states",1
"Data Governance Act",0
"Implementation of citizenship education actions",0
"Objection pursuant to Rule 112(2) and (3): Genetically modified soybean MON 87769 X MON 89788",0
"Extension of the Agreement on the promotion, provision and use of Galileo and GPS satellite-based navigation systems and related applications",0
"2021 Report on Turkey",0
"The EEAS's Climate Change and Defence Roadmap",1
"The EU and the security challenges in the Indo-Pacific",0
"EU islands and cohesion policy",0
"Article 17 of the Common Fisheries Policy Regulation",1
"Digital Services Act",0
"Digital Markets Act",0
"Adoption by Croatia of the euro on 1 January 2023",0
"EU/Cook Islands Sustainable Fisheries Partnership Agreement: implementation protocol",0
"Temporary trade liberalisation measures for Moldova",0
"Women's poverty in Europe",0
"Negotiations for a cooperation agreement between the EU and Interpol",0
"Indo-Pacific strategy in the area of trade and investment",0
"EU-India future trade and investment cooperation",0
"Common European action on care",0
"Mental health in the digital world of work",0
"Banking Union - annual report 2021",0
"Extension of the Agreement on the promotion, provision and use of Galileo and GPS satellite-based navigation systems and related applications",0
"2021 Report on Turkey",0
"The EEAS's Climate Change and Defence Roadmap",1
"The EU and the security challenges in the Indo-Pacific",0
"EU islands and cohesion policy",0
"Article 17 of the Common Fisheries Policy Regulation",1
"Data Governance Act",0
"Implementation of citizenship education actions",0
"Objection pursuant to Rule 112(2) and (3): Genetically modified soybean MON 87769 X MON 89788",0
"Digital Services Act",0
"Digital Markets Act",0
"Adoption by Croatia of the euro on 1 January 2023",0
"EU/Cook Islands Sustainable Fisheries Partnership Agreement: implementation protocol",0
"Temporary trade liberalisation measures for Moldova",0
"Women's poverty in Europe",0
"Negotiations for a cooperation agreement between the EU and Interpol",0
"Indo-Pacific strategy in the area of trade and investment",0
"EU-India future trade and investment cooperation",0
"Common European action on care",0
"Mental health in the digital world of work",0
"Banking Union - annual report 2021",0
"Extension of the Agreement on the promotion, provision and use of Galileo and GPS satellite-based navigation systems and related applications",0
"2021 Report on Turkey",0
"The EEAS's Climate Change and Defence Roadmap",1
"The EU and the security challenges in the Indo-Pacific",0
"EU islands and cohesion policy",0
"Article 17 of the Common Fisheries Policy Regulation",1
"Data Governance Act",0
"Implementation of citizenship education actions",0
"Objection pursuant to Rule 112(2) and (3): Genetically modified soybean MON 87769 X MON 89788",0
"Extension of the Agreement on the promotion, provision and use of Galileo and GPS satellite-based navigation systems and related applications",0
"2021 Report on Turkey",0
"The EEAS's Climate Change and Defence Roadmap",1
"The EU and the security challenges in the Indo-Pacific",0
"EU islands and cohesion policy",0
"Article 17 of the Common Fisheries Policy Regulation",0
"Extension of the Agreement on the promotion, provision and use of Galileo and GPS satellite-based navigation systems and related applications",0
"2021 Report on Turkey",0
"The EEAS's Climate Change and Defence Roadmap",1
"The EU and the security challenges in the Indo-Pacific",0
"EU islands and cohesion policy",0
"Article 17 of the Common Fisheries Policy Regulation",0
"Extension of the Agreement on the promotion, provision and use of Galileo and GPS satellite-based navigation systems and related applications",0
"2021 Report on Turkey",0
"The EEAS's Climate Change and Defence Roadmap",1
"The EU and the security challenges in the Indo-Pacific",0
"EU islands and cohesion policy",0
"Article 17 of the Common Fisheries Policy Regulation",1
"Data Governance Act",0
"Implementation of citizenship education actions",0
"Objection pursuant to Rule 112(2) and (3): Genetically modified soybean MON 87769 X MON 89788",0
"Digital Services Act",0
"Digital Markets Act",0
"Adoption by Croatia of the euro on 1 January 2023",0
"EU/Cook Islands Sustainable Fisheries Partnership Agreement: implementation protocol",1
"Temporary trade liberalisation measures for Moldova",0
"Women's poverty in Europe",0
"Negotiations for a cooperation agreement between the EU and Interpol",0
"Indo-Pacific strategy in the area of trade and investment",0
"EU-India future trade and investment cooperation",0
"Common European action on care",0
"Mental health in the digital world of work",0
"Banking Union - annual report 2021",0
"Digital Services Act",0
"Digital Markets Act",0
"Adoption by Croatia of the euro on 1 January 2023",0
"EU/Cook Islands Sustainable Fisheries Partnership Agreement: implementation protocol",1
"Temporary trade liberalisation measures for Moldova",0
"Women's poverty in Europe",0
"Negotiations for a cooperation agreement between the EU and Interpol",0
"Indo-Pacific strategy in the area of trade and investment",0
"EU-India future trade and investment cooperation",0
"Common European action on care",0
"Mental health in the digital world of work",0
"Banking Union - annual report 2021",0
"Digital Services Act",0
"Digital Markets Act",0
"Adoption by Croatia of the euro on 1 January 2023",0
"EU/Cook Islands Sustainable Fisheries Partnership Agreement: implementation protocol",1
"Temporary trade liberalisation measures for Moldova",0
"Women's poverty in Europe",0
"Negotiations for a cooperation agreement between the EU and Interpol",0
"Indo-Pacific strategy in the area of trade and investment",0
"EU-India future trade and investment cooperation",0
"Common European action on care",0
"Mental health in the digital world of work",0
"Banking Union - annual report 2021",0
"Digital Services Act",0
"Digital Markets Act",0
"Adoption by Croatia of the euro on 1 January 2023",0
"EU/Cook Islands Sustainable Fisheries Partnership Agreement: implementation protocol",0
"Temporary trade liberalisation measures for Moldova",0
"Women's poverty in Europe",0
"Negotiations for a cooperation agreement between the EU and Interpol",0
"Indo-Pacific strategy in the area of trade and investment",0
"EU-India future trade and investment cooperation",0
"Common European action on care",0
"Mental health in the digital world of work",0
"Banking Union - annual report 2021",0
"Data Governance Act",0
"Implementation of citizenship education actions",0
"Objection pursuant to Rule 112(2) and (3): Genetically modified soybean MON 87769 X MON 89788",0
"Data Governance Act",0
"Implementation of citizenship education actions",0
"Objection pursuant to Rule 112(2) and (3): Genetically modified soybean MON 87769 X MON 89788",0
"Extension of the Agreement on the promotion, provision and use of Galileo and GPS satellite-based navigation systems and related applications",0
"2021 Report on Turkey",0
"The EEAS's Climate Change and Defence Roadmap",1
"The EU and the security challenges in the Indo-Pacific",0
"EU islands and cohesion policy",0
"Article 17 of the Common Fisheries Policy Regulation",0
"Data Governance Act",0
"Implementation of citizenship education actions",0
"Objection pursuant to Rule 112(2) and (3): Genetically modified soybean MON 87769 X MON 89788",0
"Situation of Roma people living in settlements in the EU",0
"Key objectives for the CITES CoP19 meeting in Panama",1
"The EU's strategic relationship and partnership with the Horn of Africa",0
"Access to water as a human right - the external dimension",0
"The EU's response to the increase in energy prices in Europe",0
"Situation of Roma people living in settlements in the EU",0
"Key objectives for the CITES CoP19 meeting in Panama",1
"The EU's strategic relationship and partnership with the Horn of Africa",0
"Access to water as a human right - the external dimension",0
"The EU's response to the increase in energy prices in Europe",0
"Extension of the Agreement on the promotion, provision and use of Galileo and GPS satellite-based navigation systems and related applications",0
"2021 Report on Turkey",0
"The EEAS's Climate Change and Defence Roadmap",1
"The EU and the security challenges in the Indo-Pacific",0
"EU islands and cohesion policy",0
"Article 17 of the Common Fisheries Policy Regulation",0
"Situation of Roma people living in settlements in the EU",0
"Key objectives for the CITES CoP19 meeting in Panama",1
"The EU's strategic relationship and partnership with the Horn of Africa",0
"Access to water as a human right - the external dimension",0
"The EU's response to the increase in energy prices in Europe",0
"Amendment to Parliament's Rules of Procedure concerning Rule 216 on committee meetings",0
"Objection pursuant to Rule 111(3): Amending the Taxonomy Climate Delegated Act and the Taxonomy Disclosures Delegated Act",1
"Objection pursuant to Rule 111(3): Technical standards for the application of position limits to commodity derivatives and procedures for applying for exemption from position limits",1
"Russia's invasion of Ukraine: Crisis measures in the fisheries and aquaculture sectors",1
"2021 Report on Bosnia and Herzegovina",0
"2021 Report on Serbia",0
"2021 Report on Kosovo",0
"The EU and the defence of multilateralism",0
"Addressing food security in developing countries",1
"EU action plan for the social economy",0
"Intersectional discrimination in the EU: socio-economic situation of women of African, Middle-Eastern, Latin-American and Asian descent",0
"National vetoes to undermine the global tax deal",0
"Amendment to Parliament's Rules of Procedure concerning Rule 216 on committee meetings",0
"Objection pursuant to Rule 111(3): Amending the Taxonomy Climate Delegated Act and the Taxonomy Disclosures Delegated Act",1
"Objection pursuant to Rule 111(3): Technical standards for the application of position limits to commodity derivatives and procedures for applying for exemption from position limits",1
"Russia's invasion of Ukraine: Crisis measures in the fisheries and aquaculture sectors",1
"2021 Report on Bosnia and Herzegovina",0
"2021 Report on Serbia",0
"2021 Report on Kosovo",0
"The EU and the defence of multilateralism",0
"Addressing food security in developing countries",1
"EU action plan for the social economy",0
"Intersectional discrimination in the EU: socio-economic situation of women of African, Middle-Eastern, Latin-American and Asian descent",0
"National vetoes to undermine the global tax deal",0
"Situation of Roma people living in settlements in the EU",0
"Key objectives for the CITES CoP19 meeting in Panama",1
"The EU's strategic relationship and partnership with the Horn of Africa",0
"Access to water as a human right - the external dimension",0
"The EU's response to the increase in energy prices in Europe",0
"Situation of Roma people living in settlements in the EU",0
"Key objectives for the CITES CoP19 meeting in Panama",1
"The EU's strategic relationship and partnership with the Horn of Africa",0
"Access to water as a human right - the external dimension",0
"The EU's response to the increase in energy prices in Europe",0
"Situation of Roma people living in settlements in the EU",0
"Key objectives for the CITES CoP19 meeting in Panama",1
"The EU's strategic relationship and partnership with the Horn of Africa",0
"Access to water as a human right - the external dimension",0
"The EU's response to the increase in energy prices in Europe",0
"Situation of Roma people living in settlements in the EU",0
"Key objectives for the CITES CoP19 meeting in Panama",1
"The EU's strategic relationship and partnership with the Horn of Africa",0
"Access to water as a human right - the external dimension",0
"The EU's response to the increase in energy prices in Europe",0
"Situation of Roma people living in settlements in the EU",0
"Key objectives for the CITES CoP19 meeting in Panama",1
"The EU's strategic relationship and partnership with the Horn of Africa",0
"Access to water as a human right - the external dimension",0
"The EU's response to the increase in energy prices in Europe",0
"EU/Ukraine Agreement on the carriage of freight by road",1
"EU/Moldova Agreement on the carriage of freight by road",1
"Conclusion of an agreement under GATS on the modification of schedules of specific commitments",0
"Distortive foreign subsidies",0
"Corporate Sustainability Reporting Directive  ",1
"Digital finance: Digital Operational Resilience Act (DORA)  ",0
"Digital Finance: Amending Directive regarding Digital Operational Resilience requirements",0
"A high common level of cybersecurity across the Union",0
"REPowerEU chapters in recovery and resilience plans",0
"Full application of the provisions of the Schengen acquis in Croatia",0
"Esports and video games",0
"Racial justice, non-discrimination and anti-racism in the EU",0
"Rail: prolongation of temporary levying of charges - COVID-19",0
"Macro-financial assistance to Ukraine",0
"Convention on the Conservation and Management of High Seas Fisheries Resources in the North Pacific Ocean: accession of the European Union",1
"Catch documentation programme for bluefin tuna",0
"Mobilisation of the European Globalisation Adjustment Fund - application EGF/2021/005 FR/AIRBUS - France",0
"EU/Ukraine Agreement on the carriage of freight by road",1
"EU/Moldova Agreement on the carriage of freight by road",1
"Conclusion of an agreement under GATS on the modification of schedules of specific commitments",0
"Distortive foreign subsidies",0
"Corporate Sustainability Reporting Directive  ",1
"Digital finance: Digital Operational Resilience Act (DORA)  ",0
"Digital Finance: Amending Directive regarding Digital Operational Resilience requirements",0
"A high common level of cybersecurity across the Union",0
"REPowerEU chapters in recovery and resilience plans",0
"Full application of the provisions of the Schengen acquis in Croatia",0
"Esports and video games",0
"Racial justice, non-discrimination and anti-racism in the EU",0
"EU/Ukraine Agreement on the carriage of freight by road",1
"EU/Moldova Agreement on the carriage of freight by road",1
"Conclusion of an agreement under GATS on the modification of schedules of specific commitments",0
"Distortive foreign subsidies",0
"Corporate Sustainability Reporting Directive  ",1
"Digital finance: Digital Operational Resilience Act (DORA)  ",0
"Digital Finance: Amending Directive regarding Digital Operational Resilience requirements",0
"A high common level of cybersecurity across the Union",0
"REPowerEU chapters in recovery and resilience plans",0
"Full application of the provisions of the Schengen acquis in Croatia",0
"Esports and video games",0
"Racial justice, non-discrimination and anti-racism in the EU",0
"EU/Ukraine Agreement on the carriage of freight by road",1
"EU/Moldova Agreement on the carriage of freight by road",1
"Conclusion of an agreement under GATS on the modification of schedules of specific commitments",0
"Distortive foreign subsidies",0
"Corporate Sustainability Reporting Directive  ",1
"Digital finance: Digital Operational Resilience Act (DORA)  ",0
"Digital Finance: Amending Directive regarding Digital Operational Resilience requirements",0
"A high common level of cybersecurity across the Union",0
"REPowerEU chapters in recovery and resilience plans",0
"Full application of the provisions of the Schengen acquis in Croatia",0
"Esports and video games",0
"Racial justice, non-discrimination and anti-racism in the EU",0
"Medicinal products made available in the UK with respect to Northern Ireland, Cyprus, Ireland and Malta",0
"Investigational medicinal products made available in the UK with respect to Northern Ireland, Cyprus, Ireland and Malta",0
"Increased pre-financing from REACT-EU",0
"Gas storage",1
"EU Protection of children and young people fleeing the war against Ukraine",0
"Conclusions of the European Council meeting of 24-25 March 2022: including the latest developments of the war against Ukraine and the EU sanctions against Russia and their implementation",0
"The Schengen evaluation mechanism",0
"Increasing repression in Russia, including the case of Alexey Navalny",0
"Right to repair",0
"Parliament's estimates of revenue and expenditure for the financial year 2023",0
"Situation in Afghanistan, in particular the situation of women's rights",0
"Uniform procedures for checks on the transport of dangerous goods by road (codification)",0
"Conclusion of the amendments to the International Sugar Agreement, 1992",0
"EU/Mauritius Fisheries Partnership Agreement: fishing opportunities and financial contribution 2017-2021. Extension of the Protocol",0
"Draft amending budget No 2/2022: entering the surplus of the financial year 2021",0
"Amendments to the Capital Requirements Regulation in the area of resolution ('daisy chain' proposal)",0
"Responsible private funding of litigation",0
"Interim report on the 2021 proposal for a revision of the Multiannual Financial Framework",0
"New EU Forest Strategy for 2030 - Sustainable Forest Management in Europe",1
"Deforestation Regulation",1
"Conservation and enforcement measures applicable in the Regulatory Area of the Northwest Atlantic Fisheries Organisation (NAFO)",1
"Western and Central Pacific Fisheries Convention Area: conservation and management measures",1
"The impact of COVID-19 closures of educational, cultural, youth and sports activities on children and young people in the EU",0
"EU/Ukraine Agreement on the carriage of freight by road",1
"EU/Moldova Agreement on the carriage of freight by road",1
"Conclusion of an agreement under GATS on the modification of schedules of specific commitments",0
"Distortive foreign subsidies",0
"Corporate Sustainability Reporting Directive  ",1
"Digital finance: Digital Operational Resilience Act (DORA)  ",0
"Digital Finance: Amending Directive regarding Digital Operational Resilience requirements",0
"A high common level of cybersecurity across the Union",0
"REPowerEU chapters in recovery and resilience plans",0
"Full application of the provisions of the Schengen acquis in Croatia",0
"Esports and video games",0
"Racial justice, non-discrimination and anti-racism in the EU",0
"Amendment to Parliament's Rules of Procedure concerning Rule 216 on committee meetings",0
"Objection pursuant to Rule 111(3): Amending the Taxonomy Climate Delegated Act and the Taxonomy Disclosures Delegated Act",0
"Objection pursuant to Rule 111(3): Technical standards for the application of position limits to commodity derivatives and procedures for applying for exemption from position limits",0
"Russia's invasion of Ukraine: Crisis measures in the fisheries and aquaculture sectors",1
"2021 Report on Bosnia and Herzegovina",0
"2021 Report on Serbia",0
"2021 Report on Kosovo",0
"The EU and the defence of multilateralism",0
"Addressing food security in developing countries",0
"EU action plan for the social economy",0
"Intersectional discrimination in the EU: socio-economic situation of women of African, Middle-Eastern, Latin-American and Asian descent",0
"National vetoes to undermine the global tax deal",0
"Uniform procedures for checks on the transport of dangerous goods by road (codification)",0
"Conclusion of the amendments to the International Sugar Agreement, 1992",0
"EU/Mauritius Fisheries Partnership Agreement: fishing opportunities and financial contribution 2017-2021. Extension of the Protocol",0
"Draft amending budget No 2/2022: entering the surplus of the financial year 2021",0
"Amendments to the Capital Requirements Regulation in the area of resolution ('daisy chain' proposal)",0
"Responsible private funding of litigation",0
"Interim report on the 2021 proposal for a revision of the Multiannual Financial Framework",0
"New EU Forest Strategy for 2030 - Sustainable Forest Management in Europe",1
"Deforestation Regulation",1
"Conservation and enforcement measures applicable in the Regulatory Area of the Northwest Atlantic Fisheries Organisation (NAFO)",1
"Western and Central Pacific Fisheries Convention Area: conservation and management measures",1
"The impact of COVID-19 closures of educational, cultural, youth and sports activities on children and young people in the EU",0
"Uniform procedures for checks on the transport of dangerous goods by road (codification)",0
"Conclusion of the amendments to the International Sugar Agreement, 1992",0
"EU/Mauritius Fisheries Partnership Agreement: fishing opportunities and financial contribution 2017-2021. Extension of the Protocol",0
"Draft amending budget No 2/2022: entering the surplus of the financial year 2021",0
"Amendments to the Capital Requirements Regulation in the area of resolution ('daisy chain' proposal)",0
"Responsible private funding of litigation",0
"Interim report on the 2021 proposal for a revision of the Multiannual Financial Framework",0
"New EU Forest Strategy for 2030 - Sustainable Forest Management in Europe",1
"Deforestation Regulation",1
"Conservation and enforcement measures applicable in the Regulatory Area of the Northwest Atlantic Fisheries Organisation (NAFO)",1
"Western and Central Pacific Fisheries Convention Area: conservation and management measures",1
"The impact of COVID-19 closures of educational, cultural, youth and sports activities on children and young people in the EU",0
"EU/Ukraine Agreement on the carriage of freight by road",0
"EU/Moldova Agreement on the carriage of freight by road",0
"Conclusion of an agreement under GATS on the modification of schedules of specific commitments",0
"Distortive foreign subsidies",0
"Corporate Sustainability Reporting Directive  ",0
"Digital finance: Digital Operational Resilience Act (DORA)  ",0
"Digital Finance: Amending Directive regarding Digital Operational Resilience requirements",0
"A high common level of cybersecurity across the Union",0
"REPowerEU chapters in recovery and resilience plans",0
"Full application of the provisions of the Schengen acquis in Croatia",0
"Esports and video games",0
"Racial justice, non-discrimination and anti-racism in the EU",0
"EU/Ukraine Agreement on the carriage of freight by road",0
"EU/Moldova Agreement on the carriage of freight by road",0
"Conclusion of an agreement under GATS on the modification of schedules of specific commitments",0
"Distortive foreign subsidies",0
